production_countries,popularity,vote_average,vote_count,runtime,Action,Animation,Aventure,Comédie,Crime,Documentaire,Drame,Familial,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Thriller,Téléfilm,Western,release_year
0,4.5986,6.2,911,81,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990
0,4.5941,6.944,808,133,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1985
0,4.5936,5.733,131,87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1981
0,4.5928,6.877,961,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2003
0,4.5892,6.367,1949,89,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023
0,4.588,7.082,2502,102,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999
0,4.5873,6.97,1501,54,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2022
0,4.5849,7.189,4081,94,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2007
0,4.5837,5.839,3012,100,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2011
0,5.2148,6.33,1467,113,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2021
0,4.5815,6.221,2649,90,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
0,3.7828,6.638,1397,117,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1985
0,3.7813,6.112,587,85,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1990
0,3.7794,5.807,639,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
0,3.7788,6.689,1063,118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
0,3.7777,6.515,2494,110,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020
1,3.7766,5.552,67,94,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2012
0,3.7756,6.491,768,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022
0,3.7729,6.444,1340,93,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1998
0,3.7728,7.201,1915,117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1982
0,3.7718,6.835,2000,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
0,3.7678,6.398,437,103,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020
0,3.7663,5.53,2068,84,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2000
0,3.7579,5.685,1418,93,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2004
0,3.5732,5.683,470,96,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1992
0,3.5648,6.791,2312,109,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011
0,3.5626,6.915,918,94,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019
0,3.5625,6.91,1244,117,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1989
0,3.5622,7.283,934,117,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2022
0,3.5612,7.822,1394,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1934
0,3.5544,6.524,417,107,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
0,3.5534,6.662,1228,121,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1997
0,3.5523,6.406,529,79,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
0,3.889,5.7,70,90,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2018
0,3.8887,6.471,780,104,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2024
0,3.888,6.679,1287,86,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021
0,3.8851,5.9,931,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
0,3.8816,6.716,586,105,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1990
0,3.8793,7.405,693,93,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1932
0,3.8778,6.501,2281,93,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2002
0,3.8771,6.427,385,90,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
0,3.8762,6.048,1114,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997
0,3.8735,6.805,1308,108,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1989
0,3.8716,6.634,680,112,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1998
0,3.867,6.468,810,94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1993
0,3.5477,5.688,593,92,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2001
0,3.5469,7.341,69,91,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025
0,3.5444,6.3,3894,70,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2003
0,3.5441,6.1,182,86,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1993
0,3.5428,7.14,756,115,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1985
0,3.5428,6.69,607,96,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1988
0,3.5423,5.837,1861,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
0,3.5423,6.162,1573,103,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1999
0,3.5375,5.907,305,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024
0,3.5372,6.052,230,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
0,3.5371,7.127,822,132,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1983
0,3.5363,5.726,53,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2026
0,3.5359,5.708,2204,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
1,3.5352,6.727,920,74,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1990
0,3.5342,6.432,2793,102,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012
0,3.5342,6.887,868,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
0,3.5331,6.046,528,89,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004
0,3.6725,6.302,581,104,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1988
0,3.6702,6.151,933,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
0,3.7994,6.509,332,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1989
0,3.6695,6.332,372,95,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021
0,3.6654,6.858,215,97,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024
0,3.6622,6.294,1358,108,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1996
0,3.6616,5.864,861,110,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
0,3.6611,5.818,1597,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
0,3.6485,6.58,613,77,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000
0,3.6471,6.358,282,77,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2022
0,3.9679,6.622,1145,110,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
0,3.967,5.924,2244,92,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2003
0,3.9639,7.163,2379,100,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2018
0,3.9628,6.017,362,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1990
0,3.9611,5.686,2123,84,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2003
0,3.9607,6.973,796,96,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
0,3.9588,6.43,3323,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2019
0,3.9587,7.124,593,80,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1986
0,3.9582,5.957,2419,100,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2009
0,3.9555,5.588,1010,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
1,3.9554,6.703,2567,107,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2008
0,3.9543,6.261,138,89,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1998
0,3.9513,6.379,4223,113,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2013
0,3.7578,7.26,1317,117,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023
0,3.7499,6.324,952,87,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017
0,3.7493,6.649,594,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
0,3.7466,6.251,2407,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
0,3.7426,5.914,3278,105,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2012
0,3.7424,6.618,1151,86,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1988
0,3.7415,5.657,188,96,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
0,3.7347,6.513,2115,99,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
0,3.731,6.532,603,69,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2006
0,3.7276,6.361,976,101,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1996
0,3.7275,6.852,746,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
0,3.7238,5.901,324,88,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
0,3.6422,6.945,527,88,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1998
0,3.6406,7.053,2318,94,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
0,3.6405,6.8,1905,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1998
0,3.6398,5.9,910,115,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2007
0,3.639,6.1,1444,94,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2022
0,3.638,5.746,921,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
0,3.6367,5.767,395,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997
0,3.6356,6.3,1130,99,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2005
0,3.5463,6.352,1922,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2021
0,3.6345,6.092,920,105,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
0,3.6332,6.372,1056,105,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966
0,3.633,5.929,1272,91,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2010
0,3.6308,7.091,264,125,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1972
0,3.6275,6.582,753,96,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019
0,3.6271,6.4,525,102,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002
0,3.6238,7.506,1420,160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1964
0,3.8626,7.318,1456,137,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1991
0,3.862,5.65,796,97,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992
0,3.8603,6.606,1050,115,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1988
0,3.8587,6.519,2283,97,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1994
0,3.8526,7.011,2830,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
0,3.8469,6.23,487,108,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024
0,3.8451,6.275,941,107,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2016
0,3.8436,6.895,940,94,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1974
0,3.84,5.9,666,90,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1991
0,3.8356,8.14,2358,52,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1921
0,3.8345,5.925,1428,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994
0,3.8337,6.801,891,122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
0,3.8327,5.525,2631,95,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011
0,3.8322,6.44,1052,94,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020
0,3.4881,6.388,1236,104,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2007
0,3.4877,5.5,1625,100,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
0,3.4865,5.568,851,91,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1993
0,3.4826,6.099,881,103,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018
0,3.4821,6.5,453,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010
0,3.4808,6.348,1056,94,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012
0,3.4803,6.78,631,115,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1974
1,3.4772,6.409,1584,148,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1999
0,3.4765,6.718,983,96,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1976
1,3.4735,6.298,1247,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
0,3.4725,6.528,336,92,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2023
0,3.4693,5.8,556,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
0,4.0062,5.867,1795,97,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014
0,3.4678,7.145,977,104,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2008
0,3.4675,6.848,1883,137,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2008
0,3.4645,6.4,337,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1985
0,3.9504,6.227,2031,99,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2010
0,3.9422,6.152,937,104,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2023
0,3.9401,6.786,2140,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
0,3.9389,7.167,996,93,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
0,3.9374,5.796,1815,98,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2009
0,3.9342,6.5,26,102,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2026
0,3.9338,7.269,1861,119,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1998
0,3.9335,5.7,2092,101,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
0,3.9319,6.409,739,81,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
0,3.9307,6.055,2006,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
0,3.9268,5.795,341,89,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
0,3.9237,7.0,1568,110,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1973
0,3.923,5.957,1457,118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
0,3.9229,7.39,486,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022
0,3.6948,7.105,597,77,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2011
0,3.6916,7.162,2991,102,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2005
0,3.6875,6.7,759,95,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
0,3.6874,5.647,841,88,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
0,3.6858,5.985,2264,115,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
0,3.6836,5.855,1014,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
0,3.6822,5.656,1008,100,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1986
0,3.6812,6.334,641,81,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
0,3.6811,6.1,502,110,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1978
0,3.6788,6.62,1625,135,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1997
0,3.6725,6.975,362,102,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2022
0,3.5954,6.052,614,137,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1982
0,3.5931,5.6,699,114,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1980
0,3.5912,6.489,1079,91,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2001
0,3.5894,5.772,1325,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
0,3.5894,6.154,1075,104,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000
0,3.5884,6.438,1506,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1990
0,3.5877,6.292,195,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025
0,3.5853,5.805,1196,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1996
0,3.582,6.102,226,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024
0,3.5773,5.506,1464,100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000
0,3.5771,6.425,499,114,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1998
0,3.5768,5.616,404,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006
0,3.8297,5.852,807,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014
0,3.8287,6.117,564,99,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2002
0,3.8287,6.3,881,114,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1984
0,3.8286,5.7,989,110,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1987
0,3.8276,5.898,2824,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
0,3.8231,5.91,411,85,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2024
0,3.8228,7.074,3148,118,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2004
0,3.8226,6.0,1517,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
0,3.8225,5.851,3504,111,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
0,3.8218,7.167,1171,92,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018
0,3.8217,6.208,449,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
0,3.8174,6.703,403,116,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
0,3.8148,6.113,1614,104,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1988
0,3.8124,6.092,1051,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
0,3.531,5.88,658,103,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2005
0,3.5305,7.113,341,107,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1966
0,3.5292,6.043,1308,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
0,3.5271,5.985,540,101,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
0,3.526,6.2,180,96,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2022
0,3.5258,6.3,660,102,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022
0,3.5248,6.942,1052,86,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1997
0,3.5227,6.4,2351,117,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
0,3.5191,6.301,901,107,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021
0,3.519,7.351,783,89,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2003
0,3.5182,6.909,413,104,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1993
0,3.5154,6.279,623,95,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2006
0,3.5152,5.598,310,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025
0,3.5144,7.027,368,114,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1958
0,3.5101,6.914,540,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
0,3.5093,7.215,671,188,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1993
0,3.5073,5.711,722,105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000
0,3.3036,5.515,2151,105,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015
0,3.6222,6.596,1285,110,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2021
0,3.6185,6.33,611,115,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2001
0,3.6142,6.518,553,87,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006
0,3.6133,5.646,263,96,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
0,3.6114,6.4,271,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
0,3.6092,6.565,763,126,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1982
0,3.6045,6.788,1689,100,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1988
0,3.6038,5.924,649,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
0,3.603,6.5,1564,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990
0,3.6029,6.838,3050,110,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011
0,3.6026,7.879,1963,81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
0,3.6024,7.448,2116,113,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1982
0,3.601,6.912,2789,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018
0,3.8119,5.759,301,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1979
0,3.8117,6.89,709,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1987
0,3.8116,6.127,1683,114,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
0,3.8106,6.973,650,110,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1985
0,3.8099,5.954,1595,123,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2001
0,3.8081,7.479,2262,139,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2006
0,3.8075,6.645,1752,95,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2009
0,3.8054,5.979,512,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021
0,3.8042,6.2,3080,110,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
0,3.8035,6.009,1114,80,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992
0,3.8021,6.989,1112,81,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
0,3.7995,6.739,474,104,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2023
0,3.7968,6.759,4467,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015
0,3.7961,6.976,2351,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020
0,3.7894,6.399,981,118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2022
0,3.5072,5.519,259,122,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1989
0,3.5065,6.056,301,95,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1993
0,3.5057,5.5,284,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024
0,3.5037,5.889,1771,102,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2020
0,3.5033,6.696,280,94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
0,3.4996,6.083,1253,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
